Hospital Name,Address,City,Phone,Pincode,State
Aravindam Orthopaedic And Physiotherapy Centre,"D.No-6-18-3, Kokkondavari Street, T Nagar.Rajahundry-1",Rajamundry,9123456789,533101,Andhra Pradesh
Archana Hospital,"Airport Circlr, Sanganer",Jaipur,9123456789,302011,Rajasthan
Archana Hospital,Ram Nagar,Himayatnagar,9123456789,560048,Andhra Pradesh
Archana Hospital,"K.R. Road, Ashok Nagar, Mandya-571401Mandya",Mandya,9123456789,571401,Karnataka
Argade Hospital & Maternity Home,"Pune-Nashik Highway,Ambethan Chawk,Chakan Talkhed",Pune,9123456789,410501,Maharashtra
Arihant Fracture & Orthopaedic Hospital,"Upnishad, 1St Floor, Near Shreyas Rly Crossing. Ambavadi.",Ahmedabad,9123456789,380015,Gujarat
Arihant Heart & Medical Hospital,"S-15, Shubh Complex,2Nd Floor, Nr.Rajasthan Hospitalrajasthan Hosp. Road,",Ahmedabad,9123456789,380004,Gujarat
Arihant Heart Clinic,"103, Lancelot, Next To Dattani Nagar, S V Road Borivali(West)S.V.Road, Borivili (W),",Mumbai,9123456789,400092,Maharashtra
Arihant Hospital,"Hno-122,Block-G,Oriental Villa,Sector-57",Gurgaon,9123456789,122002,Haryana
Arihant Hospital & Research Centre,"283-A, Gumasta Nagar",Indore,9123456789,452009,Madhya Pradesh
Ark Nursing Home,"29-A, 4Th Cross,Co Operative Colony Near Employment Officeco-Ops Colony",Krishnagiri,9123456789,635001,Tamilnadu
Arneja Institute Of Cardialogy Pvt Ltd,"123, Ramdaspeth Behind Somalwar School",Nagpur,9123456789,440010,Maharashtra
Arogyadham,"B-51, Rajendranagar",Bareilly,9123456789,243122,Uttar Pradesh
Arogyalayam Hospital,"Arogayalayam Junction, By-Pass, Aluva, Ernakulam, Kerala-683101",Aluva,9123456789,683101,Kerala
Arogyam Superspeciality Hospital,"#34, Sita Nagar Wardha Road Opp Green Wally Lawns",Nagpur,9123456789,440025,Maharashtra
Arogyaseva Medical Academy Of India,"32/2A,Erandwanabehind Mehendale Garage",Pune,9123456789,411004,Maharashtra
Arokya Hospital,"#32, Pillayar Koil Street",Chennai,9123456789,600078,Tamilnadu
Arora Hospital,G T Roa Chheharta Amritsar-143005,Amritsar,9123456789,143005,Punjab
Arora Hospital(P) Ltd,"# 42, Krishnanagar,Bharatpur,",Bharatpur,9123456789,321001,Rajasthan
Arpan General Hospital,"Arpan Shopping Arcade, 1St Floor, C.S.T. Road, Kurla West.",Mumbai,9123456789,400070,Maharashtra
Arpan Hospital And Research Center,"15/2, Imli Bazar Near Rajnadaindore ( M.P )",Indore,9123456789,452004,Madhya Pradesh
Arpan Maternity Hospital & Endoscopy Centre,"Uganda Road, Porbandar, Near Railway Station",Porbandar,9123456789,360575,Gujarat
Artemis Medicare Services Ltd,"Sector-51,",Gurgaon,9123456789,122001,Haryana
Arthroscopy & Spinal Endoscopy Centre,"Sco66, Sector 20C, Chandigarh-160020",Chandigarh,9123456789,160020,Punjab
Arthur Astrvatham Hospital,"No.42-A,Kuruvikaran Salai,",Madurai,9123456789,625020,Tamilnadu
Arul Hospital,"#6A,T.V.K.Nagar,Puthur",Trichy,9123456789,620017,Tamilnadu
Arul Mission Hospital,"7A1 & 2,North Main Road,Vallioor",Tirunelveli,9123456789,627117,Tamilnadu
Arumana Hospital,Perunthanni,Trivandrum,9123456789,695008,Kerala
Arun Hospital,"#186,Munichalai Road,",Madurai,9123456789,625009,Tamilnadu
Arun Hospital (Pollachi),"49/84, New Scheme Roadpollachi Coimbatore",Pollachi,9123456789,642002,Tamilnadu
Arun Hospital (Theni),"51, Uthamapalayam Road,Bus Stand Bodinayakanur",Theni,9123456789,625513,Tamilnadu
Arun Kidney Centre,"#29-23-9,Tadepallivani Street,Suryaraopet",Vijayawada,9123456789,520002,Andhra Pradesh
Aruna Aspatal,"#16, Rajeev Coloni, Meera Market, Chittorgarh, Rajasthan",Chittorgarh,9123456789,312001,Rajasthan
Aruna Hospital,"Dr.Radhakrishan Road, Tumkur",Tumkur,9123456789,572102,Karnataka
Aruna Shakti Nursing Home,A.N. Guha Lane,Sambalpur,9123456789,768001,Orissa
Arunn Surgery,"Dr.Nanjappa Road,",Coimbatore,9123456789,641018,Tamilnadu
Arunodaya Deseret Eye Hospital,"# Nh 4, Sector-55, Gurgaon, Haryana",Gurgaon,9123456789,122003,Haryana
Arunodaya Health Care,"Lichubagan, Po-Garalgacha,P.S-Dankuni.",Hooghly,9123456789,712708,West Bengal
Arunodaya Hospitals,"# 18-23,4Th And 5Th Cross Mallasandra Main Road",Bangalore,9123456789,560057,Karnataka
Arunpriya Nursing Home,"3&4, Pattamangalam Street,Nagapattinam",Nagapattanam,9123456789,609001,Tamilnadu
Arushi Medical Centre,"B-1/31, Sector-K, Aliganj, Lucknow - 226024",Lucknow,9123456789,226022,Uttar Pradesh
Arvind Hospital Pvt Ltd,"Ashok Rajpath,Opp.Pmch,",Patna,9123456789,800004,Bihar
Arvinth Hospital,"# 17, Rangar Sannathi Street,Namakkal- 637001",Namakkal,9123456789,637001,Tamilnadu
Arya Hospital,"C-1/101.Pankha Road,Janak Puri,New Delhi West,",Delhi,9123456789,110058,Delhi
Arya Hospital Pvt Ltd,"Sco-801, Manimajra",Chandigarh,9123456789,160101,Punjab
Arya Medical Centre,Dinkar Desai Road.,Ankola,9123456789,581314,Karnataka
Asarfi Hospital Pvt Ltd,"At Baramuri Po,Bishanpur,Dhanbad",Dhanbad,9123456789,828130,Jharkhand
Asg Eye Hospital Ltd-Jaipur,"D-247, Bihari Marg, Bani Park, Opp. K.P. Auto, Jaipur, Rajasthan",Jaipur,9123456789,302005,Rajasthan
Asg Eye Hospital Ltd-Jodhpur,"A-322, Shastri Nagar, Jodhpur, Rajasthan",Jodhpur,9123456789,342003,Rajasthan
Asha Hospital,"H.No.19-66/11,Prashanagar Phase Ii,Behind Spencers, Hitention Road,Kapra",Hyderabad,9123456789,500062,Andhra Pradesh
Asha Hospital,"# 1, Akurli Cross Road, Kandivli East,Premaskram Manidr Lane,",Mumbai,9123456789,400101,Maharashtra
Asha Hospital,"#7,Near Lekhanagar,Cantonment,Kamptee",Nagpur,9123456789,441001,Maharashtra
Asha Hospital& Iccu,"Plot # 134,Sect 4, Aniatic Society, Airoli,Navi Mumbai-400708",Mumbai,9123456789,400708,Maharashtra
Asha Maternity & Childrens Hospital,"Ganesh Raod, Chalishoon Dist,",Jalgaon,9123456789,424101,Maharashtra
Asha Maternity & General Hospital,"Pooja Building, Pushpa Park, Daftary Road, Malad East.",Mumbai,9123456789,400097,Maharashtra
Asha Orthopaedic Hospital,"Bashi Kalingar,#2,Geetha Bhavan Lane Off,Navghar Road,Bhayander East,Thane",Mumbai,9123456789,401105,Maharashtra
Asha Polyclinic & Shetal Nursing Home,"145, 60 Feet Road,Opp.Uti Bank,Ghatkopar(E)-400077Chatkopur (E), Mumbai - 400077",Mumbai,9123456789,400077,Maharashtra
Ashirvad Hospital,"Rathnagiri Road,",Chickmangalur,9123456789,577101,Karnataka
Ashirwad Children & Surgical Hospital,"No.301-306,Ruby Monarch Bldg,Sakivihar Road,Sakinaka,Opp.Post Office,",Mumbai,9123456789,400072,Maharashtra
Ashirwad Hospital,"#117,Kaap Kaneri,Thane,Opp Gopal Nagar Near Kalyan Naka",Mumbai,9123456789,421302,Maharashtra
Ashirwad Hospital,"Maratha Section,Near Jijamatha Udyan,Ulhasnagar,Thane",Mumbai,9123456789,421004,Maharashtra
Ashirwad Hospital,"2Nd Floor,Punit Yash Arcade,Near Kothurd Bus Stand,Karve Road",Pune,9123456789,411038,Maharashtra
Ashirwad Hospital & Poly Clinic,"#101, 103, Anurag Busines Centre, W.T.Patil Marg, Ghtla Villate, Chemburw.T. Patil Marg,Ghatla Village",Mumbai,9123456789,400071,Maharashtra
Ashirwad Hospital & Research Centre,"B-38/1-C, Virdopur, Mahmorganj, Varanasi-221010",Varanasi,9123456789,221010,Uttar Pradesh
Ashirwad Maternity & General Hosptial,"17,18 Samir Apt,Jesal Park,Bhayandar East,Thane",Thane,9123456789,401105,Maharashtra
Ashirwad Maternity & Nursing Home,"A/5,Harsh Appartment,Anand Nagar,Dhisar East",Mumbai,9123456789,400068,Maharashtra
Ashirwad Medical & Orthopedic Hospital,"4-A, Subhadra Nagar, Opp. Technical School, Patan.",Patan,9123456789,384265,Gujarat
Ashirwad Nursing Home,"55-56,Ved Vyas Colony",Ratlam,9123456789,457001,Madhya Pradesh
Ashirwad Nursing Home,"'C'Wing, Seema Complex, Tulinj Road,Nalasopara(E),Thane,",Nalasopara,9123456789,401205,Maharashtra
Ashirwad Nursing Home & Research Centre,Hospital Raod,Sambalpur,9123456789,768001,Orissa
Ashirwad Orthopaedic And Surgical Nursing Home,"Jambli Galli, Opp. Jain Temple, Borivali(W)",Mumbai,9123456789,400092,Maharashtra
Ashirwad Surgical Hospital,"Wonder Paint,Nh8 Ctm,Amraiwadi",Amraiwadi,9123456789,380028,Gujarat
Ashish Hospital,"#1309, Napier Town,Home Science College Road.",Jabalpur,9123456789,482001,Madhya Pradesh
Ashish Orthopaedic Hospital,"24, Himalaya Complex, Nehru Park, Vajtrapur",Ahmedabad,9123456789,380015,Gujarat
Ashok Hospital,"#65,N.H.C.S. Lay-Out, 3Rd Stage, 4Th Block, Basaveshwar Nagar, Kamalanagar Main Road.",Bangalore,9123456789,560079,Karnataka
Ashok Hosptial,"#10-A, 1St Cross, Old Banfalore Road, Hosur,",Hosur,9123456789,635109,Tamilnadu
Ashok Nursing Home,"F-3/15, Vijay Chowk,Krishna Nagarkrishnanagar, Delhi-110051.",Delhi,9123456789,110051,Delhi
Ashoka Hospital,South Bazar.,Kannur,9123456789,670002,Kerala
Ashraya Hospital,"#26, Jetiappa Complex,Yelachenahalli, Kanakapura Rd",Bangalore,9123456789,560078,Karnataka
Ashraya Hospital,P B No 77 Naidu Streetchikmagalur,Chickmangalur,9123456789,577101,Karnataka
Ashraya Hospital,"No.1977/1 & 2,Mcc 'A' Block,Shamanur Road,Davanagere",Davangere,9123456789,577004,Karnataka
Ashraya Medinova Pvt Ltd,"Magadi Main Road,Sunkadakatte,Srigandadakaval,",Bangalore,9123456789,560091,Karnataka
Ashtavinayak Maternity Eye & Sugical Nursing Home,"Mtnl Marg College Lane, Ramgiri Heights, 104 First Floor.",Mumbai,9123456789,400028,Maharashtra
Ashtvinayak Hospital,"Khanda Colony,New Panvel West.",Raigad,9123456789,410206,Maharashtra
Ashveny Clinic,"1/6, Periyakaruppan Road,Sivakasi-626189",Sivakasi,9123456789,626189,Tamilnadu
Ashvini Maternity & Gynecological Hospital,"Plot #59/1,Old Thanaka Road,Panvel",Raigad,9123456789,410206,Maharashtra
Ashwani Hospital,"Sector 9, Huda,Market,Opp Comunity Centre",Faridabad,9123456789,121001,Haryana
Ashwani Hospital,8-D1/Sector-11,Faridabad,9123456789,121006,Haryana
Ashwin Hospital,"#212/545,Skc Road,Surampatti Nall Road,",Erode,9123456789,638001,Tamilnadu
Ashwin Hospitals,"#1, Alamu Nagar Road,Coimbatore-641012.",Coimbatore,9123456789,641012,Tamilnadu
Ashwini Accident Multispeciality Hospital,"Govind Nagar,Chowk #5,Behind Hotel Prakash,",Nashik,9123456789,422001,Maharashtra
Ashwini Hospital,"#129, Katruguppa, Bsk 3Rd Stg,",Bangalore,9123456789,560085,Karnataka
Ashwini Hospital,"B.B.Road, Yelahanka,Bangalore-560064",Bangalore,9123456789,560064,Karnataka
Ashwini Hospital,"Nh-48, Nellyady,Dakshina Kannadadakshina Kannada",Dakshinakannada,9123456789,574229,Karnataka
Ashwini Hospital,"Dattahasta 20/156,Bijali Nagar,Chinchwad",Pune,9123456789,411033,Maharashtra
Ashwini Hospital(A Unit Of Cuttack Hospitals Pvt Ltd),"Plot No.P3, Sector-1, Cda, Cuttack",Cuttack,9123456789,753014,Orissa
Ashwini Kidney & Dialysis Centre,"301 & Central Bazar Road, Ramdaspeth, Neet Gaurav Complex, Nagpur, Maharashtra",Nagpur,9123456789,440010,Maharashtra
Ashwini Maternity & Surgical Hospital,"Ambika Darshan, M G Road, Above Bharti Jewellers, Rajawadi, Ghatkopar East, Mumbai - 400075 ,M.G.Road, Ghatkopar",Mumbai,9123456789,400075,Maharashtra
Ashwini Multispeciality Hospital,"Vadvau Section, Ambernath,Thane",Mumbai,9123456789,421501,Maharashtra
Ashwini Nursing And Maternity Home,"Mohan Niwas Keluskar Rdnear Meenatai Thakare Statue Shivaji Parkkeluskar Road, Dadar (W)",Mumbai,9123456789,400028,Maharashtra
Ashwini Nursing Home,"#9, 1St A Cross. T.C. Palya Main Road, Akshyanagar, Ramamurthy Nagar.",Bangalore,9123456789,560016,Karnataka
Ashwini Nursing Home,"#382,Narayanappa Buildingd Ramamurthynagar",Bangalore,9123456789,560016,Karnataka
Ashwini Nursing Home,"Akka Mahadevi Road,A.V.K.College Road,P.J.Extension,Near Bapuji Corporation Bank,",Davangere,9123456789,577002,Karnataka
Ashwini Nursing Home,"S.No#51,Plot#16,Dhanori Road,Maharanapratap Chawk,Vishrantwadi",Pune,9123456789,411015,Maharashtra
Ashwini Sahakari Rugnalaya & Research Centre,"North Sadar Bazar, Near Bhagatsingh Marketnear Bhagatsingh Market,",Sholapur,9123456789,413003,Maharashtra
Asian Eye Institute & Laser Centre,"# 101A, Satya Narayan Apartment,Off M.G.Road, Borivali(E), Mumbai-400066",Mumbai,9123456789,400066,Maharashtra
Asian Globus Liver & Gastroenterology Centre,"E-5/24,Arera Colony, Arera Petrol Pump, Bhopal",Bhopal,9123456789,462016,Madhya Pradesh
Asian Institute Of Gastroenterology,"6-3-661, Somajiguda, Near Red Rose Hotel, Hyderabad-500082",Hyderabad,9123456789,500082,Andhra Pradesh
Asian Institute Of Medical Science,"Plot No.P-72,Milap Nagar,Midc,Dombivli,Thane,",Thane,9123456789,421203,Maharashtra
Asian Institute Of Medical Sciences (A Unit Of Blue Sapphire Health Care Pvt Ltd),Badkal Flyover Road Opp C.P Office,Faridabad,9123456789,121001,Haryana
Asian Specialty Hospital (A Unit Of Orch Hospital And Healthcare Services Llp),"# 11/A, 9Th Main, 13Th Cross, 6Th Sector Hsr Layout, Outer Ring Road, Bangalore-560102Hsr Layout",Hsr Layout,9123456789,560102,Karnataka
Asopa Hospital,"93-B Tagore Nagar, Jaipur, Rajasthan-302024, Near D.C.M.",Jaipur,9123456789,302024,Rajasthan
Asopa Hospital & Research Centre,"Garland Road, Off By Pass.",Agra,9123456789,282007,Uttar Pradesh
Assured Best Care Hospital,"#1, Annamalai Nagar Main Road Thillai Nagarannamalai Nagar",Trichy,9123456789,620018,Tamilnadu
Aster Aadhar Hospital (Prerana Hospital Ltd),"R.S. No.628, 'B' Ward, Shastri Nagar, Near Kmt Workshop, Kolhapur, Maharashtra-416012Mangalwar Peth",Kolhapur,9123456789,416012,Maharashtra
Astha Hospital,"N.H-05, Block-2, Sector-Alpha-2, Greaer Noida-201306",Noida,9123456789,201306,Uttar Pradesh
Aswene Soundra Hospital & Research Centre,"# 24,Kasturi Rangan Road,Teynampet",Chennai,9123456789,600018,Tamilnadu
Aswinee Nursing Home,"D.No.29-26-56,Suryaraopet,Jadagamvari Street,Vijayawada,",Vijayawada,9123456789,520002,Andhra Pradesh
Aswini Hospital,"Karunakaran Nambiar Road, Thrissur-680020",Trichur,9123456789,680020,Kerala
Aswini Hospitals,"15-1-17, 150 M5 From Rtc Bus Stand",Guntur,9123456789,522001,Andhra Pradesh
Aswini Mother & Child Hospital,"Taylor Pet,Narsapur",Westgodavari,9123456789,534275,Andhra Pradesh
Aswini Netralayam,"16-2-89, Guntur Road, Narasaraopet.",Guntur,9123456789,522601,Andhra Pradesh
Atam Prakash Yadav Hospital,"Near Nai Anaj Mandi,Bharawas Road",Rewari,9123456789,123401,Haryana
Athare Patil Memorial Hosp And Research Center Pvt Ltd,"185,Savedi Road,Ahmednagar-414001Maharashtra",Ahmednagar,9123456789,414001,Maharashtra
Athena Hospital,"Falnir Road, Mangalore-575001, Opp Ymca, Near Platinum Theatre",Mangalore,9123456789,575001,Karnataka
Athipathi Hospital And Research Center,"Plot No 1,100 Ft Rd,Tanni Nagar,Velachary",Chennai,9123456789,600042,Tamilnadu
Athreya Hospital,"Gonikoppal Road Opp, Kstrc Bus Stands.Kodagu",Virajpet,9123456789,571218,Karnataka
Atlas Hospitals,"34/1-First Cross, V.N. Nagar, Near Chathiram Bus Stand, Tiruchirapalli-620002",Tiruchirapalli,9123456789,620002,Tamilnadu
Atole Accident Hospital,"Avdhoot Plaza,Bhigwan Road,",Baramati,9123456789,413102,Maharashtra
Attharva Accident Hospital,"Plot # 17,Vadgaon Road,Near Bank Of Maharashtra,Talegaon Dabhade",Pune,9123456789,410507,Maharashtra
Attingal Speciality Hospital,Parvathipuram Gramom.,Trivandrum,9123456789,695101,Kerala
Atul Hospital,"26-A,Bharat Nagar, Grant Roadbharat Nagar",Mumbai,9123456789,400008,Maharashtra
Atul Lok Hospital,"#139/2447,Tagore Nagar,Group-7,Vikhroli East",Mumbai,9123456789,400083,Maharashtra
Atul Nursing Home,"#1/58, Delhi Gate, Opp. Pushpanjali Hospital, Agra-282002",Agra,9123456789,282002,Uttar Pradesh
Aum Eye Hospital,"Jolly Bunglow Complex,Summair Club Road,",Jamnagar,9123456789,361005,Gujarat
Aum Hospital,"House # 22, Ward # 18.",Durg,9123456789,491001,Chattisgarh
Auro Ent Hospital,"Sanjeevani Complex Opp Mehsana Society, New Vadaj Road",Ahmedabad,9123456789,380013,Gujarat
Aurobindo Netralaya,"4A,Rajendra Beb Road,",Kolkata,9123456789,700007,West Bengal
Auroma Ent Hospital,"Agrawal Tower, Bhuyangdev Cross Road, Ghatlodia",Ahmedabad,9123456789,380061,Gujarat
Austmangal Surgical Hospital,"Ahmedabad, Civil Hospital (1 Km)",Ahmedabad,9123456789,380004,Gujarat
Avadh Hospital & Heart Centre,"9-D, Singar Nagar, Kanpur Road.",Lucknow,9123456789,226005,Uttar Pradesh
Avadhani Nethralaya,"No.33,1St Floor,Patalamma Temple Street,Basavanagudi,",Bangalore,9123456789,560004,Karnataka
Avadhoot Hospital & Iccu,"Plot # 29,Sector-19,Thane",Mumbai,9123456789,400708,Maharashtra
Avanitka Hospital,"#168/A-00/Sector-2, Rohini, Near Pole Star Public School.",Delhi,9123456789,110085,Delhi
Avanti Institute Of Cardiology Pvt. Ltd.,"# 5, Abhyankar Road,Dhontolidhantoli, Nagpur-440012",Nagpur,9123456789,440012,Maharashtra
Avantika Hospital,"No.137,Niti Khand-Ii,Indirapuram,",Ghaziabad,9123456789,201010,Uttar Pradesh
Avhieta Hospital & Health Care,"280/1 Byrathi Cross, Hennur Bagalur Main Road, Bangalore-560077",Bangalore,9123456789,560077,Karnataka
Avinash Shah Memorial Multispeciality Hospital,"184-20/08/2007,Jayanagar,Sedam Road",Gulbarga,9123456789,585105,Karnataka
Avm Medical Ent Research Fundation,"3, P.S.S. Road,Mylapore",Chennai,9123456789,600004,Tamilnadu
Avss Hospitals,"# 32A, Kuruvikkaran Salai, Madurai-625009",Madurai,9123456789,625009,Tamilnadu
Aware Global Hospital (A Unit Of Ravindranath Ge Medical Associates Pvt Ltd),"08-16-01, Lingojiguda,Saroornagar,L.B.Nagar",Hyderabad,9123456789,500035,Andhra Pradesh
Aware Global Hospitals,"Shanthivanam, Nagarjuna Sagar Roadnagarjuna Sagar Road,",Hyderabad,9123456789,500035,Andhra Pradesh
Axis Eye Foundation,"Suite # 502, Rivera Apts Dwarakapuri Colony Panjagutta",Hyderabad,9123456789,500082,Andhra Pradesh
Axon Hospitals,"8-3-215,Srinvasanagar, Colony West, Opp Icici Bank Sr Nagar,Hyderabad-500038",Hyderabad,9123456789,500038,Andhra Pradesh
Aysha Hospital,"91A Millers Road, Kilpauk",Chennai,9123456789,600010,Tamilnadu
Ayub Ansari Nursing Home,"Q-39,S.A.Farooquie Road,Metiabru,",Kolkata,9123456789,700024,West Bengal
Ayush Hospital,"Premises # 1-2-30/7, Nizampet Road.",Hyderabad,9123456789,500072,Andhra Pradesh
Ayush Hospitals & Trauma Care Pvt Ltd,"#13-14,Acharya Vihar Square,Acharya Vihar,Bhubaneswar",Bhubaneswar,9123456789,751022,Orissa
Ayushmaan Hospital & Diagnostic Institute,"Sunder Nagar, Mahadeo Ghat Road, Raipur",Raipur,9123456789,492001,Chattisgarh
Ayushman Hospital,"# 2, Sec-12, Dwarka",Delhi,9123456789,110075,Delhi
Ayushman Hospital,"C-Sector, Shahpura Lake",Bhopal,9123456789,462014,Madhya Pradesh
Ayushman Hospital & Trauma Centre,37K.M. Hero Honda Chowk.,Gurgaon,9123456789,122001,Haryana
Ayushman Hospital & Trauma Centre,"J25/59, Alaipur, G.T. Road, Infornt Of Varanasi City Railway Station, Varanasi-221001",Varanasi,9123456789,221001,Uttar Pradesh
Ayushman Neuro Cardio Centre Shubham Hospital,"14-B,Vijaynagar Extension,Near Prem Motors,Baant Vihar",Gwalior,9123456789,474002,Madhya Pradesh
Azam Hospital,"21-4-189, Azam Hospital, Hussaini Alam, Hyderbad-500002",Hyderabad,9123456789,500002,Andhra Pradesh
Azra Memorial Hospital,"Water Works Road, Aishbagh Opp Ramleela Maidan Opp Ramleela Maidan Besides Aishbabagh Eidgah",Lucknow,9123456789,226003,Uttar Pradesh
B M Birla Heart Research Centre,"1/1, National Library Avenue",Kolkata,9123456789,700027,West Bengal
B M Hospitals,"36, 5Th Main Road,Thillai Ganga Nagarcheenai",Chennai,9123456789,600061,Tamilnadu
B.A Hospital & Training Centre,"Thumbay,Bantwal",Bantwal,9123456789,574170,Karnataka
B.B Hospital,"No.52,Dayalu Nagar,Kolathur,Near Villirakham Railway Station,",Chennai,9123456789,600099,Tamilnadu
B.G Hospital,"1/143-B,Tuticorin Road,Veerapandianpatnam, Tiruchendur",Tiruchendur,9123456789,628216,Tamilnadu
B.G. Hospital,"Mayamma Thimmappa Complex, Tumkur Road, Anchepalya.",Bangalore,9123456789,560073,Karnataka
B.G.S Vivus Heart Centre,"Bandhi Gowda Extension,Bangalore Mysore Highway,",Mandya,9123456789,571401,Karnataka
B.J. Lingegowda Hospital,Bangalore-Mysore Road,Chanapatna,9123456789,571501,Karnataka
B.J.S.Bal Memorial Hospital,"#11/4,Dharampur Colony,Batala,Gurdaspur",Gurdaspur,9123456789,143505,Punjab
B.K.Heart Hospital Pvt Ltd,"N 7/1,R-12,Bhikharipur,Dlw,Bhu,Varanasi",Varanasi,9123456789,221004,Uttar Pradesh
B.K.Memorial Hospital,"Natun Para Near Ganesh Mill Char Ali,Tezpur",Sonitpur,9123456789,784001,Assam
B.K.R Hospital,"8-3-164/C, Erragadda, Beside Gokul Theatre.",Hyderabad,9123456789,500018,Andhra Pradesh
B.M. Gupta Nursing Home Pvt Ltd.,"H-11, Uttam Nagar, New Delhi",Delhi,9123456789,110059,Delhi
B.M.Orthopaedic Hospital,"No.3/157, Mth Road, Ambattur,Chennai - 53",Chennai,9123456789,600053,Tamilnadu
B.M.R Hospitals,"6Th Lane,2Nd Cross,Arundelpet",Guntur,9123456789,522002,Andhra Pradesh
B.M.Silver Jubilee Multi Speciality Hospital,"41, Dharga Road, Pallavaram, Kancheepuram, Chennai-600043",Kanchipuram,9123456789,600043,Tamilnadu
B.N.V Hospital Pvt Ltd,"Thiruvallam Post,Trivandrum",Trivandrum,9123456789,695027,Kerala
B.P. Poddar Hospital & Medical Research Ltd,"71/1, Humayun Kabir Sarani,New Alipore,Blk-G,New Alipore, Block-G,Kolkata",Kolkata,9123456789,700053,West Bengal
B.P.Jain Hospital,"Plot No.6,Gokulam Colony,Anna Salai,Pammal,Kanchipuram",Kanchipuram,9123456789,600075,Tamilnadu
B.R. Hospital,"10&12, Alamaram Street, Tiruttani.",Thiruvallur,9123456789,631209,Tamilnadu
B.R. Memorial Hospital,"Fca-103, Mukesh Colony, Ballabgarh, Faridabad-121004",Ballabgarh,9123456789,121004,Haryana
B.S. Hospital,"# 16, 3Rd Main Road,Chitlapakkam,",Chennai,9123456789,600064,Tamilnadu
B.S.S. Hospital,"New No 200, Old # 179/1, R.K. Mutt Road, Mandaveli,",Chennai,9123456789,600028,Tamilnadu
B.Siddaramanna Hospital,"Opp Ib Railway Station Road,Gandhinagar",Tumkur,9123456789,572102,Karnataka
B.T. Hospital,"182, Mukherjee Park,Khyla Road",Delhi,9123456789,110018,Delhi
Babus Maternity Hosptial,"# 7, Doraisamy Reddy Street, Tabaram",Chennai,9123456789,600045,Tamilnadu
Baby Hospital,"12-2-950(12-358)Sai Nager 2Nd Cross,Anantapur",Ananthapur,9123456789,515001,Andhra Pradesh
Baby Memorial Hospital Ltd,"Indira Gandhi Road, E.K. Nayanar Flyover",Calicut,9123456789,673004,Kerala
Bacc Health Care Private Limited,"No 6/7, Kumara Krupa Road,High Grounds,",Bangalore,9123456789,560001,Karnataka
Badade Hospital,"Agarwal Chambers,Mumbai Pune Highway",Pune,9123456789,411044,Maharashtra
Bafna Hospital & Orthopaedic Research Centre,"18/1, North Rajmohalla",Indore,9123456789,452002,Madhya Pradesh
Bagade Hospital For Women & Maternity Home,"B.No. 7B F. No.3+4, Agarsen Nagar Dapodi, Pune-Mumbai Road, Opp .Atlas Copco Co Dapodi",Pune,9123456789,411012,Maharashtra
Bagdi Nursing Home,"3Rd Floor, #10, Solaiappan Streett.Nagar",Chennai,9123456789,600017,Tamilnadu
Bahl Hospital & Medical Research Centre,"Hanumangarh Road, Chahal Chowk,Sri Ganga Nagar, Rajasthan.",Jaipur,9123456789,335001,Rajasthan
Bahusar Nursing Home,"#3587,B.M. Road,Hunsur.",Mysore,9123456789,577105,Karnataka
Bajaj Eye Care Centre,"101, Vikas Surya Plaza, Plot # 7, Dda Community Centre Road # 44, Pitampura.",Delhi,9123456789,110034,Delhi
Bajwa Hospital,"No.314-315,Akash Avenue,F.C.Road,",Amritsar,9123456789,143001,Punjab
Bakhtar Hospital,"Raja Peth, Amravati-444601.",Amravati,9123456789,444601,Maharashtra
Bakshi Hospital,"Str # 3, Bibiwala Road,Bathinda",Bhatinda,9123456789,151005,Punjab
Balagangadhara Varma Nursing Home & Research Center,"No 17, First Main Road,Narayanapuram",Chennai,9123456789,601302,Tamilnadu
Balaji Accident Hospital,Malegaon Camp,Malegaon,9123456789,423105,Maharashtra
Balaji Eye Care & Laser Centre,"1St Floor,D-No 6-3788/32,Durganagar Colony Main Road,Ameerpet",Hyderabad,9123456789,500016,Andhra Pradesh
Balaji Healthcare (Rajpal Hospital),"Plot #.13, Sector 10, Kopar-Khairane",Mumbai,9123456789,400709,Maharashtra
Balaji Hospital,"Rohtak Road,",Jind,9123456789,126102,Haryana
Balaji Hospital,"Balaji Hospital 43/19 N.R. Peta, Kurnool-500001",Kurnool,9123456789,500001,Andhra Pradesh
Balaji Hospital,"Plot #34,34/A,Pet Basheerabad,Ncl South,Medchal Road,Ranga Reddy",Secunderabad,9123456789,500055,Andhra Pradesh
Balaji Hospital,"#15-4-17, S.V.N Road ,Warangal-506002",Warangal,9123456789,506002,Andhra Pradesh
Balaji Hospital,"40/1, J.J.R. Nagar Main Road,K.H. Ranganath Colony.",Bangalore,9123456789,560018,Karnataka
Balaji Hospital,"B.H. Road, Tiptur.Near Aralikatte",Tumkur,9123456789,572201,Karnataka
Balaji Hospital,"11/787, Brindavan Street,Near Town Hallpalakkad",Palakkad,9123456789,678001,Kerala
Balaji Hospital,"No.14,Varadanar Street,Vedachalanagar,Chengalpattuvedachala Nagar",Chengalpattu,9123456789,603001,Tamilnadu
Balaji Hospital,"Victoria Road, Cross Lane 3.",Mumbai,9123456789,400027,Maharashtra
